,id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
503,1365,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.6,0.9643650761,11,1,-1,0,-1,9,1,1,2,1,21,3,0.316227766,0.8072246095000001,0.3768288736,3.6055512755,0.4,0.7,0.9,1,1,9,2,8,1,7,11,3,5,15,0,1,1,0,0,0
504,1371,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.2,0.0,-1.0,7,1,-1,0,-1,4,1,1,2,1,48,3,0.316227766,0.7140271078,0.3710795063,3.6055512755,0.2,0.4,0.2,1,5,6,1,8,2,7,6,2,0,8,0,0,0,0,0,0
505,1372,0,1,2,5,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0.9,0.8,1.1600107758,7,1,-1,0,-1,14,1,1,0,1,68,3,0.3994996871,0.6901461098,0.4074309757,2.0,0.7,0.9,0.0,3,0,7,3,10,1,8,5,0,1,7,0,1,1,0,0,1
506,1373,0,2,1,8,0,6,1,0,0,0,0,0,0,0,0,5,1,0,0,0.7,0.4,0.8547660498999999,7,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.6752104049,0.3583294573,3.3166247904,0.5,0.6,0.9,2,1,9,6,8,3,9,8,2,3,6,0,1,1,0,1,0
507,1374,0,2,1,10,0,1,1,0,0,0,0,0,0,0,0,12,1,0,0,0.8,0.3,0.7599342077,7,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.698907057,0.3615245497,3.1622776602,0.7,0.7,0.4,2,1,7,3,12,4,12,7,1,2,9,0,0,0,0,0,0
508,1377,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0.4,0.0,0.5706356105,11,1,-1,0,-1,11,1,1,2,1,16,3,0.3741657387,0.7495315341,0.3887158345,3.4641016151,0.7,0.5,0.3,2,4,9,1,9,3,15,2,3,2,8,0,1,0,0,0,0
509,1381,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0.2,0.3,-1.0,11,1,-1,0,-1,4,1,1,0,1,48,3,0.316227766,0.6526012793,0.3748332963,3.3166247904,0.2,0.9,0.4,1,2,9,3,9,2,9,3,0,5,9,0,0,0,0,0,1
510,1382,0,1,4,4,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.2,0.3,-1.0,7,1,-1,0,-1,4,1,1,2,1,12,3,0.4,0.8443174171,0.3708099244,3.3166247904,0.9,0.8,0.2,5,2,6,2,10,4,4,9,1,1,8,0,0,1,1,1,0
511,1383,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0.6,0.3,0.8261355820999999,11,1,-1,0,-1,1,1,1,2,1,64,3,0.316227766,0.6895321206999999,0.3619392214,3.1622776602,0.6,0.7,0.8,3,0,9,3,6,2,9,4,1,1,8,0,1,1,0,1,0
512,1387,0,5,1,5,0,0,0,0,1,0,0,0,0,0,0,13,0,1,0,0.9,1.3,1.5335824073,9,0,1,0,0,1,1,0,2,1,51,2,0.4,0.9616617848,0.3388214869,3.7416573868,0.1,0.2,0.1,2,2,7,0,9,2,7,5,1,1,8,0,0,1,0,1,0
513,1390,0,6,1,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0.9,1.6,1.7535677917,11,0,0,9,1,5,-1,1,2,1,104,3,0.5477225575,1.6126693645,-1.0,3.1622776602,0.2,0.6,0.0,4,4,9,2,12,2,8,8,1,5,6,0,1,1,0,1,0
514,1394,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0.7,0.3,0.6490377493,7,0,0,0,0,10,1,0,1,0,55,2,0.4242640687,1.1759645241,0.3586084215,3.7416573868,0.6,0.6,0.5,3,1,5,3,11,1,8,3,1,3,8,0,1,0,1,0,0
515,1397,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.3,0.7,7,1,-1,0,-1,15,1,1,2,1,5,2,0.4,0.7137232142000001,0.3926830783,2.2360679775,0.7,0.9,0.5,1,4,10,6,8,2,8,5,2,2,11,0,0,1,1,1,0
516,1398,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.9,0.5,0.9743587635,4,1,-1,0,1,11,1,1,0,1,101,3,0.3741657387,0.7714695646999999,0.3849675311,3.3166247904,0.1,0.2,0.7,2,1,8,3,7,5,11,4,2,2,8,0,0,0,1,0,0
517,1402,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.9,0.8,1.0665364504,11,1,0,0,0,4,1,1,2,1,12,3,0.4,0.7777643315,0.3248076354,3.4641016151,0.1,0.8,0.3,1,2,8,3,7,4,8,4,3,2,8,0,0,0,0,0,0
518,1403,1,6,1,6,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0.9,0.4,0.8362864342,11,0,0,9,1,13,1,1,1,1,104,3,0.5451605268,0.9479861212,0.4301162634,2.2360679775,0.3,0.2,0.8,3,3,10,5,8,2,6,7,1,7,9,0,0,1,0,0,0
519,1408,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0.2,0.5722761571,10,1,-1,0,0,0,1,1,0,1,22,1,0.316227766,0.7259789629000001,0.374566416,3.1622776602,0.9,0.4,0.4,3,1,6,2,12,2,10,1,1,2,7,1,1,1,0,0,0
520,1410,0,0,1,10,0,1,1,0,0,0,0,0,0,0,0,12,1,0,0,0.9,0.2,0.5291502621999999,7,1,-1,0,-1,0,1,1,1,1,34,2,0.4,0.8245960694,0.3780211634,3.6055512755,0.2,0.0,0.3,2,2,8,2,11,3,5,6,1,3,7,0,0,1,0,0,0
521,1412,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.8,0.6,0.9437293044,7,0,1,0,1,1,1,0,2,1,104,3,0.4242640687,1.128930233,0.3660601044,3.7416573868,0.4,0.8,0.5,2,2,8,5,10,2,11,3,0,4,11,0,1,0,1,1,0
522,1413,0,0,1,11,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0.3,0.1,-1.0,7,1,0,0,1,0,1,1,2,1,62,3,0.4,0.8133569861,0.32,3.0,0.3,0.6,0.8,2,0,8,6,9,3,8,6,0,3,9,0,0,0,0,0,0
523,1417,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.8,0.4,0.7310095759,11,1,-1,0,-1,4,1,1,0,1,104,3,0.4,0.9561782572,0.4236744033,3.6055512755,0.4,0.8,0.7,3,2,8,2,10,0,10,4,0,1,9,0,0,0,0,0,0
524,1421,0,5,1,1,1,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.6566962768,6,1,-1,0,1,11,1,1,0,1,16,3,0.3741657387,0.7173038362,0.3887158345,3.3166247904,0.8,0.3,0.6,3,3,8,2,9,2,10,5,2,4,6,0,1,1,0,0,0
525,1423,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.6,1.2083045974,7,1,-1,0,-1,14,1,1,2,1,49,3,0.4,0.6757762601,0.3685105155,3.0,0.3,0.1,0.7,3,3,7,3,12,0,5,7,1,4,7,0,1,1,0,0,0
526,1425,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.9,1.2,1.6366887303,11,1,-1,1,-1,3,1,1,0,1,45,3,0.4,0.78472504,0.3498571137,3.4641016151,0.2,0.4,0.5,3,3,7,2,8,3,9,9,1,7,8,1,1,0,0,1,0
527,1430,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,0.5,0.7889866918999999,11,1,1,0,0,11,1,0,2,1,36,3,0.3741657387,0.9594032236,0.3266496594,3.7416573868,0.5,0.8,0.7,2,3,6,2,8,4,10,6,1,3,10,0,1,1,0,1,0
528,1433,1,0,1,1,0,6,0,1,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.4663689527,10,1,-1,0,1,1,1,1,0,1,70,2,0.3741657387,0.8628225831,0.3860051813,3.4641016151,0.1,0.1,0.7,2,4,8,1,11,2,6,5,2,3,8,0,1,1,0,1,0
529,1436,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.7,0.2,0.6437196595,7,1,-1,0,-1,0,1,1,2,1,37,2,0.316227766,0.7972706541,0.3754996671,3.6055512755,0.7,0.9,0.2,3,0,5,3,6,0,12,6,1,2,11,1,0,1,0,0,0
530,1437,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,0.5,0.6717514420999999,7,1,-1,0,-1,1,1,1,2,1,64,3,0.3160696126,0.5179624735,0.3640054945,1.4142135624,0.3,0.6,0.0,5,1,10,3,11,2,9,7,1,1,5,1,1,1,0,0,0
531,1438,0,1,1,1,0,4,1,0,0,0,0,0,0,0,0,7,1,0,0,0.1,0.2,-1.0,7,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.7579189373999999,0.3685105155,3.6055512755,0.9,0.0,0.8,1,3,6,0,9,4,10,5,0,4,12,0,0,1,0,0,0
532,1443,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.0,0.2,-1.0,11,1,-1,0,-1,0,1,1,2,1,34,2,0.4,0.8525242053000001,0.3780211634,3.4641016151,0.9,0.7,0.8,2,1,9,2,10,5,9,2,0,6,8,1,0,0,0,0,0
533,1444,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.3,0.0,1.0431323023,7,1,-1,0,-1,1,1,1,2,1,31,3,0.423792402,0.6942354139,0.4084115571,2.4494897428,0.8,0.8,0.0,4,3,6,2,11,3,9,4,2,2,3,0,1,1,0,0,0
534,1445,0,0,3,5,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,0.5,0.7854139036,6,1,-1,0,1,10,0,0,0,1,28,3,0.3741657387,1.0294024585,0.3820994635,3.6055512755,0.1,0.9,0.3,1,2,6,1,7,2,7,7,0,3,10,0,1,0,1,0,0
535,1448,1,6,1,4,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0.9,0.5,0.7677076265999999,11,0,0,0,0,7,1,1,2,1,104,3,0.4472135955,0.9177992002,0.3588871689,3.3166247904,0.8,0.1,0.9,3,1,8,4,11,5,10,4,3,1,9,0,0,1,0,0,1
536,1449,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.4,0.4,0.6179603547,9,1,1,0,0,1,1,1,2,1,64,3,0.316227766,0.6879271776000001,0.3016620626,3.4641016151,0.8,0.6,0.6,0,2,6,2,6,2,8,8,3,0,4,0,0,1,0,1,0
537,1450,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,0.3,0.6118619125,11,1,0,0,1,11,1,1,2,1,103,3,0.316227766,0.6471488646,0.2887905816,3.1622776602,0.6,0.2,0.8,4,2,7,5,9,2,10,4,1,2,6,0,0,1,0,0,0
538,1453,0,1,1,5,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.9,0.3,0.7348469228,11,1,1,0,1,11,1,1,2,1,11,2,0.316227766,0.7543811431,0.30331501780000003,3.6055512755,0.6,0.6,0.1,4,1,4,5,10,2,7,7,2,0,12,0,0,1,0,0,0
539,1455,0,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7,0.2,1.2987975208,7,1,1,2,0,1,1,1,2,1,1,0,0.3741657387,0.8790608248999999,0.33615472630000004,3.4641016151,0.5,0.1,0.8,3,3,9,1,10,2,11,7,2,5,6,0,1,1,0,1,0
540,1456,0,5,2,2,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.8,0.5,0.7774155903,6,1,-1,0,1,11,1,1,0,1,16,3,0.3741657387,0.7173038362,0.3887158345,3.3166247904,0.0,0.8,0.5,1,1,8,4,10,4,11,4,1,1,15,0,1,1,1,0,0
541,1460,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.3,0.4,-1.0,11,1,-1,0,-1,11,1,1,2,1,99,2,0.3155946768,0.5033975476,0.3687817783,0.0,0.5,0.7,0.2,4,2,9,2,9,4,5,3,2,3,5,0,1,1,0,0,1
542,1463,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.9,0.8,1.3899190624000002,11,1,-1,0,-1,4,1,1,2,1,12,3,0.4,0.8544003745000001,0.3708099244,3.6055512755,0.2,0.9,0.8,4,2,6,3,9,4,6,5,3,2,8,0,1,1,0,0,0
543,1464,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.5,0.8937281466,11,1,1,0,1,1,1,1,2,1,38,3,0.316227766,0.7289327645,0.299165506,3.4641016151,0.3,0.6,0.3,3,2,6,2,8,5,9,5,0,1,11,0,0,0,0,1,0
544,1466,0,1,1,4,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.7,0.4,0.87535707,7,1,-1,1,-1,12,1,1,2,1,104,3,0.4472135955,0.9206761798,0.4701063709,3.4641016151,0.7,0.7,0.8,4,2,8,2,11,5,11,3,2,1,14,0,0,1,1,0,0
545,1467,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.4,0.0,0.7996092796,10,1,-1,2,-1,11,1,1,2,1,14,0,0.3741657387,0.6903706036,0.4302324953,3.0,0.8,0.8,0.9,0,1,7,2,9,3,13,4,0,1,7,0,0,0,0,0,0
546,1469,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.8,0.5,0.7766112284000001,11,1,0,0,0,10,1,1,2,1,28,3,0.3741657387,0.6393759871,0.3248076354,2.0,0.7,0.7,0.7,3,2,8,2,10,3,14,9,1,2,9,0,1,1,0,1,0
547,1473,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.4,0.9151502609,10,1,-1,0,-1,11,1,1,1,1,101,3,0.3741657387,0.8562241731999999,0.3850973903,3.6055512755,0.7,0.6,0.6,1,3,8,4,7,4,7,2,3,2,6,1,1,1,0,0,0
548,1474,0,1,2,6,1,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.8,0.2,0.8019507466,11,1,-1,0,-1,6,1,1,2,1,26,3,0.3972404813,0.5473640818,0.3958535083,1.7320508076,0.0,0.5,0.5,1,4,8,1,11,2,10,4,0,4,8,0,0,0,0,0,0
549,1475,0,2,1,4,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0.9,0.7,1.1608186766,11,0,-1,1,-1,3,1,1,0,1,104,2,0.4472135955,1.0547310769,0.4291852747,3.6055512755,0.3,0.4,0.3,1,2,10,4,9,4,9,7,1,2,9,0,1,1,1,0,1
550,1477,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.9,0.4,0.7681145748,11,1,-1,0,-1,1,1,1,2,1,64,3,0.316227766,0.6603123478,0.3619392214,3.1622776602,0.1,0.2,0.6,3,3,8,3,10,2,6,8,0,4,11,1,1,0,0,0,0
551,1478,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,10,0,1,0,0.9,0.5,0.4974937186,7,1,0,0,1,1,0,1,2,1,91,2,0.4242640687,0.8474975316,0.3605551275,3.0,0.5,0.4,0.5,2,2,9,2,8,4,9,5,2,3,12,0,0,0,1,1,0
552,1479,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.9,0.2,0.5111262075,7,1,0,6,0,17,0,1,1,1,104,3,0.5477225575,1.1404019155,-1.0,3.1622776602,0.9,0.0,0.6,2,2,6,5,7,2,7,4,3,6,8,0,0,0,0,0,0
553,1480,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.2,0.4643543905,7,1,1,0,0,0,1,0,2,1,46,3,1.2649110641,0.8686850040999999,0.3003331484,3.6055512755,0.6,0.5,0.1,2,2,5,2,10,1,3,5,0,3,9,0,1,0,1,0,0
554,1481,0,5,1,6,1,3,0,0,1,0,0,0,0,0,0,7,1,0,0,0.9,0.2,0.5942432162,7,1,-1,0,-1,4,1,1,2,1,9,2,0.316227766,0.7477376346,0.3943348831,3.4641016151,0.0,0.2,0.7,1,1,7,3,10,2,9,6,0,0,4,0,1,0,0,1,0
555,1483,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.7,0.1,0.5425633604,7,1,-1,0,-1,0,1,1,2,1,37,2,0.316227766,0.738330706,0.3754996671,3.1622776602,0.7,0.1,0.4,2,2,8,2,7,1,7,5,2,3,8,0,1,0,0,1,0
556,1484,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0.6,0.3,0.7382411529999999,7,1,-1,0,-1,1,1,1,2,1,52,3,0.3741657387,0.8116977921999999,0.3681032464,3.4641016151,0.4,0.9,0.2,2,2,6,3,8,1,7,9,0,3,11,0,0,1,1,1,0
557,1488,0,3,1,6,0,4,0,0,1,0,0,0,0,0,0,5,1,0,0,0.7,0.6,1.0362190888,7,1,-1,1,-1,16,1,1,2,1,104,2,0.4,0.9720106749,0.4147288271,3.3166247904,0.2,0.7,0.0,4,3,7,2,7,2,5,7,1,2,6,0,1,1,0,0,0
558,1490,0,4,1,3,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,1.7,1.5809411754,10,1,-1,0,1,6,1,1,0,1,104,2,0.4472135955,1.0544533659,0.4177319715,3.6055512755,0.2,0.2,0.2,4,1,8,2,9,2,7,4,0,2,12,1,0,0,0,1,0
559,1491,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.6,0.0,0.9453835201,7,1,-1,0,-1,4,1,1,2,1,104,2,0.4,0.7374150743000001,0.4141255848,2.8284271247,0.2,0.8,0.5,4,4,9,2,8,2,7,1,2,1,4,0,0,1,0,1,0
560,1493,0,2,1,6,0,4,1,0,0,0,0,0,0,0,0,6,1,0,0,0.2,0.4,-1.0,7,1,1,0,0,0,1,1,2,1,34,2,0.4,0.8420275118,0.3144837039,3.3166247904,0.0,0.7,0.4,1,3,10,4,10,2,8,7,3,1,8,0,1,1,0,1,0
561,1496,0,5,1,5,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,0.2,0.7697402159000001,11,0,0,0,1,10,1,1,2,1,89,2,0.3872983346,0.9788676204,0.33615472630000004,3.4641016151,0.1,0.0,0.7,2,0,9,4,10,2,5,4,3,4,11,1,1,1,0,0,0
562,1498,0,5,1,10,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.9,0.9,1.2346558225,6,1,-1,0,1,6,1,1,0,1,104,3,0.3741657387,0.7434424064,0.393192065,3.3166247904,0.0,0.8,0.1,3,1,9,5,10,3,9,3,1,4,8,0,1,0,1,0,0
563,1502,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0.6,0.2,0.6020797289,10,1,-1,0,0,6,1,0,0,1,33,2,0.3872983346,0.9212594685,-1.0,3.7416573868,0.4,0.1,0.9,1,2,7,1,8,2,4,8,2,4,11,0,1,0,0,1,1
564,1503,0,2,1,8,0,4,0,1,0,0,0,0,0,0,0,11,1,0,0,0.3,0.1,-1.0,7,1,0,0,1,1,1,1,2,1,65,3,0.316227766,0.6061666574,0.2898275349,3.0,0.4,0.1,0.6,3,1,8,3,9,2,10,10,1,4,8,1,0,1,0,1,0
565,1504,0,6,1,2,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,1.3,1.5213070038999998,11,0,0,0,1,15,1,1,1,1,5,2,0.4242640687,1.0365231137,0.32557641190000003,3.3166247904,0.0,0.8,0.1,2,0,8,4,11,1,7,3,0,6,7,0,0,0,0,0,0
566,1506,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0.9,0.2,0.473682383,7,1,-1,0,-1,0,1,1,2,1,54,3,0.4,0.9573227993,0.3826225294,3.6055512755,0.7,0.9,0.1,2,3,7,3,10,3,5,9,2,4,9,1,1,0,0,0,0
567,1508,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0.5,0.5,0.7292976073,8,1,-1,0,0,1,1,1,0,1,64,1,0.316227766,0.5613443132,0.3619392214,3.1622776602,0.4,0.8,0.1,1,0,3,2,8,3,10,2,2,2,5,0,0,1,1,1,0
568,1510,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.3,0.0,0.7,7,1,-1,0,-1,14,1,1,0,1,104,2,0.316227766,0.6015304173,0.3937003937,2.4494897428,0.9,0.6,0.8,2,0,8,2,9,2,11,7,0,3,4,0,1,1,0,1,0
569,1512,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.1,0.2,-1.0,6,1,-1,8,0,14,1,1,0,1,18,2,0.5656854249000001,1.516656828,0.5656854249000001,3.6055512755,0.0,0.9,0.3,0,3,9,4,7,1,11,6,4,4,9,1,1,0,0,1,0
570,1516,0,3,2,2,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.9,1.3,1.5982412208,7,1,-1,2,-1,0,1,0,2,1,100,0,0.4,0.9871069675,0.423083916,3.6055512755,0.0,0.5,0.9,2,0,9,4,9,2,7,5,2,2,9,0,1,1,1,0,0
571,1518,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9,0.1,0.5214163404,11,1,1,0,0,6,1,0,2,1,33,3,0.3872983346,0.9237007852,0.3286335345,3.7416573868,0.4,0.2,0.1,3,3,9,2,8,0,7,5,1,3,3,0,0,1,0,0,1
572,1519,0,5,1,3,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.4,0.0,0.6471089553,7,1,-1,0,-1,0,1,1,2,1,32,3,0.316227766,0.6049554317,0.3615245497,2.8284271247,0.9,0.4,0.3,3,1,8,5,11,2,8,6,0,2,7,0,1,0,1,0,0
573,1521,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.5,0.0,-1.0,11,1,0,0,1,11,1,1,2,1,44,3,0.4472135955,0.8053411576,0.33911649920000003,3.3166247904,0.6,0.6,0.0,2,3,9,3,11,4,10,6,2,3,11,0,1,0,0,1,0
574,1525,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0.5,0.2,0.4007804885,7,1,-1,0,-1,0,1,1,2,1,39,3,0.3160696126,0.6815605574,0.3744329045000001,3.0,0.6,0.6,0.3,0,2,8,2,7,3,7,8,0,3,8,0,0,0,0,1,0
575,1529,0,3,1,5,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.7,0.3,0.9161741101,6,1,-1,0,0,0,1,1,0,1,39,1,0.3160696126,0.6815605574,0.3744329045000001,3.0,0.5,0.1,0.1,2,3,6,1,9,2,5,8,2,4,7,0,0,0,0,0,0
576,1530,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,0.2,0.4943429983,7,1,-1,0,-1,0,1,1,2,1,22,3,0.316227766,0.7699146673999999,0.374566416,3.4641016151,0.5,0.2,0.1,2,2,8,2,10,2,4,5,2,6,5,0,0,0,0,1,0
577,1532,0,4,1,2,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.9,0.8,1.476482306,11,0,-1,1,-1,9,1,1,1,1,104,2,0.5744562647,0.9663448215,0.4615192304,3.0,0.2,0.5,0.7,1,4,6,2,8,2,7,10,4,2,11,0,0,1,0,0,0
578,1536,0,2,1,3,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.9,0.0,0.6432340165,11,1,-1,0,-1,1,1,1,2,1,74,3,0.3741657387,0.6814696079000001,0.3861346915,2.8284271247,0.3,0.0,0.6,2,3,9,2,10,4,4,5,3,1,8,0,0,1,0,1,0
579,1537,0,2,1,6,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.9,1.3,0.5578978401,7,1,0,0,1,0,1,1,0,1,39,3,0.3160696126,0.6589184727,-1.0,2.8284271247,0.9,0.4,0.9,5,1,7,1,10,1,16,3,2,3,8,0,1,1,0,0,0
580,1539,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.3,0.0,0.9568829605,4,1,1,0,0,4,1,0,2,1,48,3,0.316227766,0.7554211786,0.3019933774,3.7416573868,0.7,0.4,0.4,1,2,9,2,9,4,11,6,3,4,8,1,1,0,0,0,0
581,1540,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.4,1.166726189,11,1,1,0,0,9,1,0,0,1,21,3,0.316227766,0.8417808749,0.3130495168,3.6055512755,0.0,0.2,0.6,1,2,4,4,9,2,12,3,1,2,8,1,1,0,0,1,0
582,1544,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,0.4,0.0,0.5442885264,7,1,-1,0,-1,0,1,1,2,1,98,3,0.4,0.7353668899,0.3974921383,2.6457513111,0.9,0.4,0.4,4,4,8,2,10,1,7,5,1,3,4,0,1,1,1,0,1
583,1545,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.4,0.0,0.6234981957,7,1,-1,0,-1,1,1,1,0,1,80,3,0.316227766,0.7461609735,-1.0,3.6055512755,0.7,0.3,0.6,2,0,7,2,7,5,10,5,1,2,9,0,1,1,1,1,0
584,1547,0,2,1,6,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.1,0.1,-1.0,6,1,-1,0,0,0,1,1,0,1,87,3,0.316227766,0.6927755889,0.3615245497,3.3166247904,0.2,0.3,0.7,2,3,8,5,11,2,7,5,2,5,5,0,0,1,1,0,0
585,1552,0,2,1,5,0,4,0,1,0,0,0,0,0,0,0,3,0,0,1,0.9,0.6,0.7044501402,11,0,-1,1,-1,9,1,1,1,1,104,2,0.4242640687,1.2103889137,-1.0,3.4641016151,0.6,0.1,0.3,2,4,7,4,9,3,13,4,1,3,3,0,1,1,1,0,1
586,1554,0,5,1,2,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.8,0.7,0.9555757427,6,0,-1,0,1,7,1,1,0,1,96,3,0.4472135955,0.8326374504999999,0.4301162634,2.8284271247,0.3,0.8,0.2,3,1,9,2,6,1,7,7,0,5,7,0,1,0,1,1,0
587,1555,0,5,1,5,1,6,0,1,0,0,0,0,0,0,0,13,1,0,0,0.7,1.2,1.2170661445,4,0,-1,0,1,7,1,1,0,1,92,3,0.4,0.7962463592,0.4045985665,3.3166247904,0.2,0.5,0.4,2,3,7,1,11,0,8,5,2,7,9,0,0,0,0,0,0
588,1556,0,0,1,6,0,4,1,0,0,0,0,0,0,0,0,8,1,0,0,0.1,0.2,-1.0,7,1,-1,2,-1,11,1,0,2,1,94,0,0.3741657387,0.8384484884000001,0.4301162634,3.7416573868,0.9,0.3,0.6,5,1,7,5,9,3,12,10,3,5,11,0,0,0,0,1,1
